INN,STATUS,DATE
1650224673,"активное","19.05.2011"
1650229343,"активное","31.08.2011"
1650232000,"активное","20.10.2011"
1650233484,"активное","18.11.2011"
1650234054,"ликвидированное","01.2017"
1650238370,"активное","16.02.2012"
1650239775,"активное","12.03.2012"
1650241566,"активное","10.04.2012"
1650243958,"активное","22.05.2012"
1650243965,"активное","22.05.2012"
1650244060,"ликвидированное","06.2019"
1650245225,"ликвидированное","11.2017"
1650248498,"ликвидированное","01.2020"
1650251028,"активное","03.10.2012"
1650252825,"активное","09.11.2012"
1650253473,"активное","21.11.2012"
1650254999,"активное","20.12.2012"
1650256065,"активное","11.01.2013"
1650259034,"активное","21.02.2013"
1650259122,"ликвидированное","04.2015"
1650259980,"ликвидированное","12.2016"
1650260255,"активное","14.03.2013"
1650261643,"активное","08.04.2013"
1650265006,"активное","05.06.2013"
1650265197,"активное","07.06.2013"
1650267363,"ликвидированное","02.2018"
1650267726,"ликвидированное","04.2018"
1650269064,"ликвидированное","07.2019"
1650272910,"активное","30.10.2013"
1650273293,"ликвидированное","05.2015"
1650273832,"ликвидированное","05.2015"
1650273857,"ликвидированное","12.2018"
1650275942,"активное","18.12.2013"
1650277403,"активное","21.01.2014"
1650277474,"ликвидированное","12.2018"
1650277636,"ликвидированное","06.2019"
1650278421,"активное","31.01.2014"
1650279954,"активное","18.02.2014"
1650280188,"активное","20.02.2014"
1650281713,"активное","12.03.2014"
1650283340,"активное","01.04.2014"
1650285122,"активное","18.04.2014"
1650285595,"активное","25.04.2014"
1650287289,"активное","27.05.2014"
1650287923,"активное","05.06.2014"
1650288116,"активное","10.06.2014"
1650290676,"активное","29.07.2014"
1650290764,"активное","29.07.2014"
1650291119,"активное","06.08.2014"
1650293613,"активное","19.09.2014"
1650294575,"активное","09.10.2014"
1650294840,"активное","14.10.2014"
1650295191,"активное","17.10.2014"
1650295748,"ликвидированное","01.2019"
1650297311,"ликвидированное","05.2019"
1650297449,"активное","28.11.2014"
1650297752,"активное","03.12.2014"
1650297960,"ликвидированное","02.2019"
1650298756,"активное","12.12.2014"
1650298788,"активное","12.12.2014"
1650299622,"активное","31.12.2014"
1650302811,"ликвидированное","08.2017"
1650302917,"активное","24.02.2015"
1650304008,"ликвидированное","10.2019"
1650304449,"активное","06.03.2015"
1650304858,"активное","24.03.2015"
1650305530,"активное","03.04.2015"
1650309574,"активное","05.06.2015"
1650311076,"активное","03.07.2015"
1650311132,"активное","06.07.2015"
1650312425,"активное","31.07.2015"
1650313235,"активное","18.08.2015"
1650313771,"активное","27.08.2015"
1650317568,"активное","28.10.2015"
1650317945,"ликвидированное","08.2019"
1650319999,"активное","04.12.2015"
1650320338,"активное","09.12.2015"
1650320955,"активное","22.12.2015"
1650321395,"активное","25.12.2015"
1650321660,"активное","30.12.2015"
1650322039,"активное","11.01.2016"
1650322790,"активное","20.01.2016"
1650324170,"активное","08.02.2016"
1650325375,"активное","25.02.2016"
1650325745,"активное","02.03.2016"
1650326273,"активное","11.03.2016"
1650330262,"активное","28.04.2016"
1650331629,"активное","27.05.2016"
1650331650,"активное","27.05.2016"
1650333143,"активное","29.06.2016"
1650333545,"активное","06.07.2016"
1650333746,"ликвидированное","02.2019"
1650334002,"активное","13.07.2016"
1650334080,"ликвидированное","05.2019"
1650335133,"активное","09.08.2016"
1650335214,"активное","10.08.2016"
1650336218,"активное","29.08.2016"
1650337973,"активное","07.10.2016"
1650338127,"активное","12.10.2016"
1650338342,"активное","17.10.2016"
1650338423,"активное","17.10.2016"
1650340260,"активное","17.11.2016"
1650340920,"ликвидированное","10.2019"
1650341112,"ликвидированное","01.2019"
1650341183,"активное","05.12.2016"
1650341377,"активное","07.12.2016"
1650341384,"активное","07.12.2016"
1650341747,"активное","14.12.2016"
1650341881,"ликвидированное","02.2019"
1650344032,"активное","09.02.2017"
1650344272,"ликвидированное","01.2019"
1650344385,"активное","16.02.2017"
1650345011,"ликвидированное","01.2020"
1650345050,"активное","02.03.2017"
1650345406,"ликвидированное","10.2019"
1650351209,"активное","10.07.2017"
1650356567,"активное","21.11.2017"
1650357176,"активное","06.12.2017"
1650357296,"активное","08.12.2017"
1650358476,"активное","27.12.2017"
1650358797,"активное","11.01.2018"
1650359455,"активное","25.01.2018"
1650360740,"активное","20.02.2018"
1650361084,"активное","27.02.2018"
1650361140,"активное","28.02.2018"
1650361694,"активное","07.03.2018"
1650364624,"активное","21.05.2018"
1650364720,"активное","23.05.2018"
1650366727,"активное","16.07.2018"
1650367270,"активное","31.07.2018"
1650368481,"активное","06.09.2018"
1650368770,"активное","14.09.2018"
1650369380,"активное","27.09.2018"
1650370794,"активное","29.10.2018"
1650370804,"активное","29.10.2018"
1650371808,"активное","28.11.2018"
1651018144,"активное","20.12.2002"
1651030600,"активное","09.12.2002"
1651034788,"ликвидированное","06.2017"
1651038920,"активное","11.02.2004"
1651045148,"ликвидированное","11.2019"
1651048276,"активное","04.10.2006"
1651048438,"ликвидированное","12.2019"
1651049618,"ликвидированное","06.2017"
1651050268,"активное","04.04.2007"
1651052152,"активное","02.11.2007"
1651052272,"активное","16.11.2007"
1651052385,"активное","28.11.2007"
1651053727,"активное","21.03.2008"
1651055347,"активное","19.09.2008"
1651056397,"ликвидированное","07.2016"
1651056661,"активное","18.03.2009"
1651056894,"активное","20.04.2009"
1651057249,"активное","18.06.2009"
1651058669,"активное","01.02.2010"
1651059623,"ликвидированное","04.2018"
1651062714,"ликвидированное","07.2019"
1651063154,"ликвидированное","02.2018"
1651063355,"активное","02.06.2011"
1651063926,"ликвидированное","05.2016"
1651064775,"активное","14.12.2011"
1651064870,"ликвидированное","04.2015"
1651064951,"активное","29.12.2011"
1651065426,"ликвидированное","07.2017"
1651065634,"ликвидированное","07.2019"
1651066317,"активное","04.06.2012"
1651066797,"ликвидированное","01.2017"
1651066853,"активное","17.08.2012"
1651068963,"ликвидированное","07.2018"
1651069004,"активное","18.04.2013"
1651069244,"ликвидированное","05.2016"
1651069406,"активное","14.06.2013"
1651069491,"активное","01.07.2013"
1651069798,"ликвидированное","05.2015"
1651069903,"ликвидированное","10.2017"
1651069981,"ликвидированное","02.2019"
1651070426,"ликвидированное","11.2016"
